PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,control_detected_samples,control_detection_rate,low_detected_samples,low_detection_rate,high_detected_samples,high_detection_rate
Q07507,DPT,Dermatopontin,DERM_HUMAN,0.6243106878240863,0.0072727272727272,24004.83,153,1.0,186,1.0,176,1.0
Q07954,LRP1,Prolow-density lipoprotein receptor-related protein 1,LRP1_HUMAN,0.9920801899282858,0.0016233766233766,504606.32,153,1.0,186,1.0,176,1.0
Q07955,SRSF1,Serine/arginine-rich splicing factor 1,SRSF1_HUMAN,0.8673736929223703,0.0072727272727272,27744.57,109,0.7124183006535948,133,0.7150537634408602,103,0.5852272727272727
Q07960,ARHGAP1,Rho GTPase-activating protein 1,RHG01_HUMAN,1.430665089636658,0.0040983606557377,50435.75,153,1.0,181,0.9731182795698925,171,0.9715909090909091
Q08174,PCDH1,Protocadherin-1,PCDH1_HUMAN,0.6559571718591384,0.0040983606557377,114743.41,153,1.0,186,1.0,176,1.0
Q08188,TGM3,Protein-glutamine gamma-glutamyltransferase E,TGM3_HUMAN,1.048488221685813,0.0016233766233766,76631.83,148,0.9673202614379085,178,0.956989247311828,167,0.9488636363636364
Q08209,PPP3CA,Protein phosphatase 3 catalytic subunit alpha,PP2BA_HUMAN,1.018232895513159,0.0040983606557377,58687.84,105,0.6862745098039216,119,0.6397849462365591,104,0.5909090909090909
Q08378,GOLGA3,Golgin subfamily A member 3,GOGA3_HUMAN,0.5432261127932461,0.0073810825587752,167354.64,129,0.8431372549019608,159,0.8548387096774194,154,0.875
Q08380,LGALS3BP,Galectin-3-binding protein,LG3BP_HUMAN,0.5294064637645186,0.0040983606557377,65331,153,1.0,186,1.0,176,1.0
Q08397,LOXL1,Lysyl oxidase homolog 1,LOXL1_HUMAN,0.5494220622488407,0.0072727272727272,63109.77,99,0.6470588235294118,139,0.7473118279569892,112,0.6363636363636364
Q08431,MFGE8,Lactadherin,MFGM_HUMAN,0.7031407825259227,0.0073810825587752,43104.95,118,0.7712418300653595,145,0.7795698924731183,128,0.7272727272727273
Q08495,DMTN,Dematin,DEMA_HUMAN,1.062838140636026,0.0040983606557377,45514.39,151,0.9869281045751634,175,0.9408602150537635,160,0.9090909090909091
Q08499,PDE4D,"3',5'-cyclic-AMP phosphodiesterase 4D",PDE4D_HUMAN,0.5615289046933791,0.0073810825587752,91114.89,92,0.6013071895424836,119,0.6397849462365591,95,0.5397727272727273
Q08554,DSC1,Desmocollin-1,DSC1_HUMAN,0.9431600680839058,0.0016233766233766,99986.83,153,1.0,186,1.0,175,0.9943181818181818
Q08629,SPOCK1,Testican-1,TICN1_HUMAN,0.490359146509974,0.0058910162002945,49124.25,131,0.8562091503267973,160,0.8602150537634409,139,0.7897727272727273
Q08722,CD47,Leukocyte surface antigen CD47,CD47_HUMAN,1.03312590891625,0.0040983606557377,35213.64,133,0.869281045751634,150,0.8064516129032258,139,0.7897727272727273
Q08830,FGL1,Fibrinogen-like protein 1,FGL1_HUMAN,0.591286445105513,0.0016233766233766,36379.49,153,1.0,186,1.0,176,1.0
Q09327,MGAT3,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",MGAT3_HUMAN,0.6580949779275943,0.0040983606557377,61312.94,145,0.9477124183006536,176,0.946236559139785,155,0.8806818181818182
Q09328,MGAT5,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",MGT5A_HUMAN,0.4327770377308195,0.0016233766233766,84542.62,153,1.0,186,1.0,176,1.0
Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,0.5555540616436321,0.0016233766233766,629101.22,153,1.0,186,1.0,176,1.0
Q0VD83,APOBR,Apolipoprotein B receptor,APOBR_HUMAN,0.5969670369503619,0.0016233766233766,115633.85,153,1.0,186,1.0,176,1.0
Q0VGL1,LAMTOR4,Ragulator complex protein LAMTOR4,LTOR4_HUMAN,0.9841127097813728,0.0073810825587752,10741.26,85,0.5555555555555556,106,0.5698924731182796,92,0.5227272727272727
Q10469,MGAT2,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT2_HUMAN,1.302764840164993,0.0073810825587752,51550.27,144,0.9411764705882353,176,0.946236559139785,167,0.9488636363636364
Q10471,GALNT2,Polypeptide N-acetylgalactosaminyltransferase 2,GALT2_HUMAN,0.5589490108366459,0.0040983606557377,64732.76,153,1.0,186,1.0,175,0.9943181818181818
Q10472,GALNT1,Polypeptide N-acetylgalactosaminyltransferase 1,GALT1_HUMAN,0.4792071775125097,0.0016233766233766,64218.95,153,1.0,185,0.9946236559139785,176,1.0
Q10567,AP1B1,AP-1 complex subunit beta-1,AP1B1_HUMAN,1.686077352400691,0.0040983606557377,104606.64,90,0.5882352941176471,107,0.5752688172043011,102,0.5795454545454546
Q10589,BST2,Bone marrow stromal antigen 2,BST2_HUMAN,2.127593303417799,0.0072727272727272,19768.91,130,0.8496732026143791,166,0.8924731182795699,148,0.8409090909090909
Q11201,ST3GAL1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",SIA4A_HUMAN,0.5777209335865093,0.0040983606557377,39075.03,123,0.803921568627451,163,0.8763440860215054,140,0.7954545454545454
Q12797,ASPH,Aspartyl/asparaginyl beta-hydroxylase,ASPH_HUMAN,0.5219661628436572,0.0016233766233766,85862.6,153,1.0,186,1.0,176,1.0
Q12805,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,FBLN3_HUMAN,0.7208664263258747,0.0040983606557377,54640.54,153,1.0,186,1.0,176,1.0
Q12841,FSTL1,Follistatin-related protein 1,FSTL1_HUMAN,1.162903122604017,0.0040983606557377,34985.51,152,0.9934640522875817,184,0.989247311827957,174,0.9886363636363636
Q12860,CNTN1,Contactin-1,CNTN1_HUMAN,0.9511201690263252,0.0058910162002945,113320.41,121,0.7908496732026143,129,0.6935483870967742,127,0.7215909090909091
Q12884,FAP,Prolyl endopeptidase FAP,SEPR_HUMAN,0.5039222973316272,0.0073810825587752,87712.55,97,0.6339869281045751,114,0.6129032258064516,108,0.6136363636363636
Q12905,ILF2,Interleukin enhancer-binding factor 2,ILF2_HUMAN,2.235766050469004,0.0016233766233766,43062.13,97,0.6339869281045751,121,0.6505376344086021,104,0.5909090909090909
Q12907,LMAN2,Vesicular integral-membrane protein VIP36,LMAN2_HUMAN,0.5113142635160224,0.0016233766233766,40228.66,151,0.9869281045751634,184,0.989247311827957,175,0.9943181818181818
Q12913,PTPRJ,Receptor-type tyrosine-protein phosphatase eta,PTPRJ_HUMAN,0.557565877082716,0.0016233766233766,145941.49,153,1.0,186,1.0,176,1.0
Q13009,TIAM1,Rho guanine nucleotide exchange factor TIAM1,TIAM1_HUMAN,1.575604814818376,0.0073810825587752,177508.16,115,0.7516339869281046,113,0.6075268817204301,125,0.7102272727272727
Q13043,STK4,Serine/threonine-protein kinase 4,STK4_HUMAN,1.156028754440211,0.0073810825587752,55630.15,87,0.5686274509803921,113,0.6075268817204301,90,0.5113636363636364
Q13045,FLII,Protein flightless-1 homolog,FLII_HUMAN,1.557595472915572,0.0040983606557377,144751.14,93,0.6078431372549019,110,0.5913978494623656,106,0.6022727272727273
Q13093,PLA2G7,Platelet-activating factor acetylhydrolase,PAFA_HUMAN,0.933079540481833,0.0072727272727272,50077.42,121,0.7908496732026143,139,0.7473118279569892,146,0.8295454545454546
Q13094,LCP2,Lymphocyte cytosolic protein 2,LCP2_HUMAN,1.656308355508195,0.0040983606557377,60188.18,101,0.6601307189542484,129,0.6935483870967742,109,0.6193181818181818
Q13103,SPP2,Secreted phosphoprotein 24,SPP24_HUMAN,0.5088869573790589,0.0040983606557377,24337.65,153,1.0,186,1.0,176,1.0
Q13126,MTAP,S-methyl-5'-thioadenosine phosphorylase,MTAP_HUMAN,0.9276691686765948,0.0073810825587752,31236.02,90,0.5882352941176471,114,0.6129032258064516,98,0.5568181818181818
Q13177,PAK2,Serine/threonine-protein kinase PAK 2,PAK2_HUMAN,0.9720800770210456,0.0016233766233766,58042.6,140,0.9150326797385621,173,0.9301075268817204,156,0.8863636363636364
Q13185,CBX3,Chromobox protein homolog 3,CBX3_HUMAN,1.355895899401903,0.0073810825587752,20811.42,95,0.6209150326797386,118,0.6344086021505376,102,0.5795454545454546
Q13200,PSMD2,26S proteasome non-ATPase regulatory subunit 2,PSMD2_HUMAN,0.7125364407493948,0.0016233766233766,100199.69,147,0.9607843137254902,171,0.9193548387096774,159,0.9034090909090909
Q13201,MMRN1,Multimerin-1,MMRN1_HUMAN,1.376506115173914,0.0016233766233766,138110.14,153,1.0,186,1.0,176,1.0
Q13214,SEMA3B,Semaphorin-3B,SEM3B_HUMAN,0.7401496306984348,0.0058910162002945,83121.62,141,0.9215686274509803,171,0.9193548387096774,150,0.8522727272727273
Q13217,DNAJC3,DnaJ homolog subfamily C member 3,DNJC3_HUMAN,0.6732618228279238,0.0016233766233766,57580.14,153,1.0,186,1.0,175,0.9943181818181818
Q13228,SELENBP1,Methanethiol oxidase,SBP1_HUMAN,2.084694442653926,0.0040983606557377,52390.97,148,0.9673202614379085,182,0.978494623655914,169,0.9602272727272727
Q13237,PRKG2,cGMP-dependent protein kinase 2,KGP2_HUMAN,0.5900814788950887,0.0073810825587752,87432.16,81,0.5294117647058824,114,0.6129032258064516,97,0.5511363636363636
Q13247,SRSF6,Serine/arginine-rich splicing factor 6,SRSF6_HUMAN,0.4958149811205746,0.0073810825587752,39586.8,113,0.738562091503268,143,0.7688172043010753,128,0.7272727272727273
Q13283,G3BP1,Ras GTPase-activating protein-binding protein 1,G3BP1_HUMAN,4.156234370813669,0.0073810825587752,52164.24,91,0.5947712418300654,125,0.6720430107526881,104,0.5909090909090909
Q13316,DMP1,Dentin matrix acidic phosphoprotein 1,DMP1_HUMAN,0.5329064156094964,0.0016233766233766,55782.41,149,0.9738562091503268,177,0.9516129032258065,166,0.9431818181818182
Q13332,PTPRS,Receptor-type tyrosine-protein phosphatase S,PTPRS_HUMAN,0.675438457450476,0.0073810825587752,217041.35,88,0.5751633986928104,104,0.5591397849462365,104,0.5909090909090909
Q13336,SLC14A1,Urea transporter 1,UT1_HUMAN,0.7246562284439518,0.0073810825587752,42528.37,87,0.5686274509803921,109,0.5860215053763441,91,0.5170454545454546
Q13404,UBE2V1,Ubiquitin-conjugating enzyme E2 variant 1,UB2V1_HUMAN,1.272072935808654,0.0040983606557377,16494.95,109,0.7124183006535948,136,0.7311827956989247,128,0.7272727272727273
Q13418,ILK,Scaffold protein ILK,ILK_HUMAN,1.832539256319192,0.0016233766233766,51419.19,153,1.0,186,1.0,176,1.0
Q13421,MSLN,Mesothelin,MSLN_HUMAN,0.7096286606160915,0.0040983606557377,68985.66,115,0.7516339869281046,165,0.8870967741935484,142,0.8068181818181818
Q13423,NNT,"NAD(P) transhydrogenase, mitochondrial",NNTM_HUMAN,1.669198831378311,0.0072727272727272,113895.59,92,0.6013071895424836,118,0.6344086021505376,114,0.6477272727272727
Q13442,PDAP1,28 kDa heat- and acid-stable phosphoprotein,HAP28_HUMAN,0.7998558033011284,0.0055467511885895,20630.01,123,0.803921568627451,159,0.8548387096774194,134,0.7613636363636364
Q13444,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,ADA15_HUMAN,0.6450752369125937,0.0055467511885895,92959.23,135,0.8823529411764706,171,0.9193548387096774,156,0.8863636363636364
Q13477,MADCAM1,Mucosal addressin cell adhesion molecule 1,MADCA_HUMAN,0.5302438305801428,0.0016233766233766,40155.27,153,1.0,186,1.0,176,1.0
Q13526,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1_HUMAN,1.12817656013741,0.0055467511885895,18243.27,127,0.8300653594771242,152,0.8172043010752689,135,0.7670454545454546
Q13561,DCTN2,Dynactin subunit 2,DCTN2_HUMAN,6.898762956630358,0.0072727272727272,44231,94,0.6143790849673203,114,0.6129032258064516,110,0.625
Q13576,IQGAP2,Ras GTPase-activating-like protein IQGAP2,IQGA2_HUMAN,1.064479604298106,0.0016233766233766,180577.87,152,0.9934640522875817,184,0.989247311827957,174,0.9886363636363636
Q13586,STIM1,Stromal interaction molecule 1,STIM1_HUMAN,1.546860933270723,0.0016233766233766,77423.38,111,0.7254901960784313,130,0.6989247311827957,117,0.6647727272727273
Q13609,DNASE1L3,Deoxyribonuclease gamma,DNSL3_HUMAN,0.7046053745421708,0.0016233766233766,35503.86,147,0.9607843137254902,182,0.978494623655914,169,0.9602272727272727
Q13617,CUL2,Cullin-2,CUL2_HUMAN,1.361815424844104,0.0058910162002945,86983.03,97,0.6339869281045751,118,0.6344086021505376,91,0.5170454545454546
Q13618,CUL3,Cullin-3,CUL3_HUMAN,0.7222294676251488,0.0073810825587752,88930.19,105,0.6862745098039216,105,0.5645161290322581,95,0.5397727272727273
Q13630,GFUS,GDP-L-fucose synthase,FCL_HUMAN,0.7853374365317624,0.0073810825587752,35892.66,137,0.8954248366013072,167,0.8978494623655914,139,0.7897727272727273
Q13642,FHL1,Four and a half LIM domains protein 1,FHL1_HUMAN,1.925191703540517,0.0072727272727272,36263.02,136,0.8888888888888888,174,0.9354838709677419,162,0.9204545454545454
Q13740,ALCAM,CD166 antigen,CD166_HUMAN,0.603572840695579,0.0016233766233766,65102.28,153,1.0,186,1.0,176,1.0
Q13790,APOF,Apolipoprotein F,APOF_HUMAN,0.4562094210452629,0.0016233766233766,35399.49,153,1.0,186,1.0,176,1.0
Q13795,ARFRP1,ADP-ribosylation factor-related protein 1,ARFRP_HUMAN,0.6348985558888128,0.0073810825587752,22614.08,107,0.6993464052287581,140,0.7526881720430108,121,0.6875
Q13813,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1",SPTN1_HUMAN,3.179470909441816,0.0073810825587752,284539.35,86,0.5620915032679739,103,0.553763440860215,102,0.5795454545454546
Q13822,ENPP2,Autotaxin,ENPP2_HUMAN,0.8669211584301612,0.0058910162002945,98993.58,119,0.7777777777777778,161,0.8655913978494624,141,0.8011363636363636
Q13835,PKP1,Plakophilin-1,PKP1_HUMAN,1.38048205894977,0.0040983606557377,82860.55,111,0.7254901960784313,143,0.7688172043010753,118,0.6704545454545454
Q13867,BLMH,Bleomycin hydrolase,BLMH_HUMAN,0.8266320718793088,0.0058910162002945,52562.23,148,0.9673202614379085,181,0.9731182795698925,169,0.9602272727272727
Q13884,SNTB1,Beta-1-syntrophin,SNTB1_HUMAN,1.263752195752121,0.0072727272727272,58061.09,102,0.6666666666666666,115,0.6182795698924731,108,0.6136363636363636
Q13885,TUBB2A,Tubulin beta-2A chain,TBB2A_HUMAN,0.9091604473105954,0.0073810825587752,49906.97,153,1.0,184,0.989247311827957,173,0.9829545454545454
Q14008,CKAP5,Cytoskeleton-associated protein 5,CKAP5_HUMAN,1.425530034723222,0.0073810825587752,225494.55,82,0.5359477124183006,108,0.5806451612903226,98,0.5568181818181818
Q14011,CIRBP,Cold-inducible RNA-binding protein,CIRBP_HUMAN,2.253421851717237,0.0073810825587752,18647.97,84,0.5490196078431373,100,0.5376344086021505,89,0.5056818181818182
Q14019,COTL1,Coactosin-like protein,COTL1_HUMAN,2.499183925451895,0.0058910162002945,15944.98,139,0.9084967320261438,172,0.9247311827956989,162,0.9204545454545454
Q14103,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0,HNRPD_HUMAN,1.761975708457271,0.0072727272727272,38434.16,80,0.5228758169934641,102,0.5483870967741935,93,0.5284090909090909
Q14112,NID2,Nidogen-2,NID2_HUMAN,1.169451057308048,0.0016233766233766,151253.79,153,1.0,186,1.0,176,1.0
Q14118,DAG1,Dystroglycan 1,DAG1_HUMAN,0.5869893555014266,0.0040983606557377,97441.49,153,1.0,186,1.0,176,1.0
Q14126,DSG2,Desmoglein-2,DSG2_HUMAN,0.5875473456361886,0.0040983606557377,122293.92,153,1.0,186,1.0,176,1.0
Q14137,BOP1,Ribosome biogenesis protein BOP1,BOP1_HUMAN,1.496237398381949,0.0073810825587752,83629.52,95,0.6209150326797386,101,0.543010752688172,90,0.5113636363636364
Q14165,MLEC,Malectin,MLEC_HUMAN,1.678600037550183,0.0072727272727272,32233.87,99,0.6470588235294118,137,0.7365591397849462,138,0.7840909090909091
Q14166,TTLL12,Tubulin--tyrosine ligase-like protein 12,TTL12_HUMAN,0.9521856766772476,0.0040983606557377,74403.62,103,0.673202614379085,123,0.6612903225806451,108,0.6136363636363636
Q14203,DCTN1,Dynactin subunit 1,DCTN1_HUMAN,0.8421669114122585,0.006765899864682,141694.85,146,0.954248366013072,185,0.9946236559139785,172,0.9772727272727273
Q14204,DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,DYHC1_HUMAN,1.467175164811199,0.0040983606557377,532407.71,135,0.8823529411764706,159,0.8548387096774194,144,0.8181818181818182
Q14213,EBI3,Interleukin-27 subunit beta,IL27B_HUMAN,0.5509796584282712,0.0065597667638483,25396.35,125,0.8169934640522876,154,0.8279569892473119,134,0.7613636363636364
Q14242,SELPLG,P-selectin glycoprotein ligand 1,SELPL_HUMAN,0.513345319623386,0.0072727272727272,43201.45,153,1.0,186,1.0,176,1.0
Q14247,CTTN,Src substrate cortactin,SRC8_HUMAN,1.762336264259033,0.0016233766233766,61586.13,135,0.8823529411764706,163,0.8763440860215054,152,0.8636363636363636
Q14254,FLOT2,Flotillin-2,FLOT2_HUMAN,0.902653085895961,0.0040983606557377,47064.16,150,0.9803921568627451,185,0.9946236559139785,172,0.9772727272727273
Q14314,FGL2,Fibroleukin,FGL2_HUMAN,0.6329318972435174,0.0072727272727272,50228.63,91,0.5947712418300654,120,0.6451612903225806,115,0.6534090909090909
Q14344,GNA13,Guanine nucleotide-binding protein subunit alpha-13,GNA13_HUMAN,2.624959124599662,0.0040983606557377,44049.57,127,0.8300653594771242,154,0.8279569892473119,140,0.7954545454545454
Q14393,GAS6,Growth arrest-specific protein 6,GAS6_HUMAN,0.9258449548148048,0.0016233766233766,74925.26,153,1.0,186,1.0,174,0.9886363636363636
Q14515,SPARCL1,SPARC-like protein 1,SPRL1_HUMAN,0.4989663635546155,0.0040983606557377,75207.74,153,1.0,186,1.0,176,1.0
Q14517,FAT1,Protocadherin Fat 1,FAT1_HUMAN,0.6624154052603392,0.0016233766233766,506272.75,153,1.0,186,1.0,176,1.0
Q14520,HABP2,Factor VII-activating protease,HABP2_HUMAN,0.5660170417390809,0.0040983606557377,62671.7,153,1.0,186,1.0,176,1.0
Q14554,PDIA5,Protein disulfide-isomerase A5,PDIA5_HUMAN,1.532005111134528,0.0040983606557377,59594.41,136,0.8888888888888888,171,0.9193548387096774,156,0.8863636363636364
Q14558,PRPSAP1,Phosphoribosyl pyrophosphate synthase-associated protein 1,KPRA_HUMAN,0.6696045570096953,0.0040983606557377,39393.71,119,0.7777777777777778,128,0.6881720430107527,121,0.6875
Q14574,DSC3,Desmocollin-3,DSC3_HUMAN,0.7979369387043539,0.0040983606557377,99968.98,153,1.0,186,1.0,176,1.0
Q14624,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4_HUMAN,0.7252540652654986,0.0016233766233766,103357.42,153,1.0,186,1.0,176,1.0
Q14644,RASA3,Ras GTPase-activating protein 3,RASA3_HUMAN,1.385614614571562,0.0072727272727272,95698.85,135,0.8823529411764706,165,0.8870967741935484,141,0.8011363636363636
Q14677,CLINT1,Clathrin interactor 1,EPN4_HUMAN,1.760123585590024,0.0040983606557377,68259.44,101,0.6601307189542484,127,0.6827956989247311,111,0.6306818181818182
Q14684,RRP1B,Ribosomal RNA processing protein 1 homolog B,RRP1B_HUMAN,0.6347759710780758,0.0073810825587752,84427.52,143,0.934640522875817,177,0.9516129032258065,168,0.9545454545454546
Q14696,MESD,LRP chaperone MESD,MESD_HUMAN,0.9792880544100302,0.0073810825587752,26076.63,123,0.803921568627451,141,0.7580645161290323,129,0.7329545454545454
Q14697,GANAB,Neutral alpha-glucosidase AB,GANAB_HUMAN,0.6478417775517125,0.0016233766233766,106873.98,153,1.0,186,1.0,176,1.0
Q14761,PTPRCAP,Protein tyrosine phosphatase receptor type C-associated protein,PTCA_HUMAN,1.774704918602458,0.0072727272727272,21196.44,77,0.5032679738562091,102,0.5483870967741935,93,0.5284090909090909
Q14764,MVP,Major vault protein,MVP_HUMAN,1.142434124790885,0.0040983606557377,99326.89,125,0.8169934640522876,152,0.8172043010752689,135,0.7670454545454546
Q14766,LTBP1,Latent-transforming growth factor beta-binding protein 1,LTBP1_HUMAN,1.49418694555834,0.0016233766233766,186796.1,153,1.0,186,1.0,176,1.0
Q14767,LTBP2,Latent-transforming growth factor beta-binding protein 2,LTBP2_HUMAN,0.6740970949983823,0.0016233766233766,195051.51,153,1.0,186,1.0,175,0.9943181818181818
Q14847,LASP1,LIM and SH3 domain protein 1,LASP1_HUMAN,1.195415388095195,0.0040983606557377,29717.16,153,1.0,186,1.0,175,0.9943181818181818
Q14956,GPNMB,Transmembrane glycoprotein NMB,GPNMB_HUMAN,0.8589775843867791,0.0072727272727272,63922.54,152,0.9934640522875817,177,0.9516129032258065,164,0.9318181818181818
Q14974,KPNB1,Importin subunit beta-1,IMB1_HUMAN,1.165847679119209,0.0040983606557377,97170.18,149,0.9738562091503268,180,0.967741935483871,166,0.9431818181818182
Q14C86,GAPVD1,GTPase-activating protein and VPS9 domain-containing protein 1,GAPD1_HUMAN,1.034577405885574,0.0016233766233766,164979.86,141,0.9215686274509803,172,0.9247311827956989,162,0.9204545454545454
Q15008,PSMD6,26S proteasome non-ATPase regulatory subunit 6,PSMD6_HUMAN,0.8445442984599442,0.0040983606557377,45531.33,104,0.6797385620915033,125,0.6720430107526881,119,0.6761363636363636
Q15019,SEPTIN2,Septin-2,SEPT2_HUMAN,1.594892162655,0.006765899864682,41487.47,114,0.7450980392156863,124,0.6666666666666666,119,0.6761363636363636
Q15029,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component,U5S1_HUMAN,0.7448238721590884,0.0073810825587752,109435.77,109,0.7124183006535948,137,0.7365591397849462,104,0.5909090909090909
Q15063,POSTN,Periostin,POSTN_HUMAN,0.8625340819636945,0.0016233766233766,93313.94,153,1.0,186,1.0,176,1.0
Q15084,PDIA6,Protein disulfide-isomerase A6,PDIA6_HUMAN,2.526624396377941,0.0040983606557377,48121.32,147,0.9607843137254902,181,0.9731182795698925,164,0.9318181818181818
Q15102,PAFAH1B3,Platelet-activating factor acetylhydrolase IB subunit alpha1,PA1B3_HUMAN,0.7222186527765214,0.0073810825587752,25734.24,90,0.5882352941176471,105,0.5645161290322581,105,0.5965909090909091
